# This document gives the data used to make Figure 3(a) in the accompanying
# LIGO Document LIGO-P1200087.  It is derived as the concatenation of the files
# PlotRatesData-HundredSlideBkg-NoEvent.txt and 
# PlotRatesData-ExtendedBkg-NoEvent.txt from LIGO Document P1100034;
# see that document for more details.
#
# For questions regarding the use of this material, please contact the LSC
# spokesperson Gabriela Gonzalez <gonzalez@lsu.edu> and the Virgo 
# spokesperson Jean-Yves Vinet <Jean-Yves.Vinet@oca.eu>.
#
# Combined NewSNR	Cumulative Rate (yr^-1)	y-error (+/- yr^-1)
8.028803	2085.218503	13.480396
8.028835	2085.131354	13.480114
8.028838	2085.044205	13.479833
8.028845	2084.957055	13.479551
8.028860	2084.869906	13.479269
8.028863	2084.782757	13.478987
8.028874	2084.695608	13.478706
8.028882	2084.608459	13.478424
8.028901	2084.521309	13.478142
8.028918	2084.434160	13.477860
8.028932	2084.347011	13.477579
8.028959	2084.259862	13.477297
8.028965	2084.172713	13.477015
8.028968	2084.085564	13.476733
8.028969	2083.998414	13.476452
8.028981	2083.911265	13.476170
8.028987	2083.824116	13.475888
8.029015	2083.736967	13.475606
8.029022	2083.649818	13.475324
8.029029	2083.562668	13.475043
8.029029	2083.475519	13.474761
8.029046	2083.388370	13.474479
8.029066	2083.301221	13.474197
8.029066	2083.214072	13.473915
8.029091	2083.126922	13.473633
8.029095	2083.039773	13.473352
8.029106	2082.952624	13.473070
8.029126	2082.865475	13.472788
8.029143	2082.778326	13.472506
8.029145	2082.691177	13.472224
8.029177	2082.604027	13.471942
8.029200	2082.516878	13.471660
8.029204	2082.429729	13.471379
8.029216	2082.342580	13.471097
8.029221	2082.255431	13.470815
8.029256	2082.168281	13.470533
8.029286	2082.081132	13.470251
8.029294	2081.993983	13.469969
8.029295	2081.906834	13.469687
8.029296	2081.819685	13.469405
8.029302	2081.732536	13.469123
8.029309	2081.645386	13.468841
8.029316	2081.558237	13.468559
8.029325	2081.471088	13.468277
8.029326	2081.383939	13.467995
8.029351	2081.296790	13.467714
8.029361	2081.209640	13.467432
8.029363	2081.122491	13.467150
8.029372	2081.035342	13.466868
8.029402	2080.948193	13.466586
8.029437	2080.861044	13.466304
8.029494	2080.773895	13.466022
8.029508	2080.686745	13.465740
8.029510	2080.599596	13.465458
8.029516	2080.512447	13.465176
8.029518	2080.425298	13.464894
8.029521	2080.338149	13.464612
8.029522	2080.250999	13.464330
8.029541	2080.163850	13.464048
8.029548	2080.076701	13.463765
8.029553	2079.989552	13.463483
8.029568	2079.902403	13.463201
8.029598	2079.815254	13.462919
8.029601	2079.728104	13.462637
8.029604	2079.640955	13.462355
8.029608	2079.553806	13.462073
8.029625	2079.466657	13.461791
8.029631	2079.379508	13.461509
8.029652	2079.292358	13.461227
8.029655	2079.205209	13.460945
8.029666	2079.118060	13.460663
8.029708	2079.030911	13.460380
8.029711	2078.943762	13.460098
8.029715	2078.856613	13.459816
8.029716	2078.769463	13.459534
8.029717	2078.682314	13.459252
8.029767	2078.595165	13.458970
8.029782	2078.508016	13.458688
8.029789	2078.420867	13.458406
8.029803	2078.333717	13.458123
8.029814	2078.246568	13.457841
8.029828	2078.159419	13.457559
8.029831	2078.072270	13.457277
8.029831	2077.985121	13.456995
8.029835	2077.897972	13.456712
8.029864	2077.810822	13.456430
8.029868	2077.723673	13.456148
8.029889	2077.636524	13.455866
8.029893	2077.549375	13.455584
8.029899	2077.462226	13.455301
8.029914	2077.375076	13.455019
8.029917	2077.287927	13.454737
8.029928	2077.200778	13.454455
8.029974	2077.113629	13.454172
8.029979	2077.026480	13.453890
8.029988	2076.939331	13.453608
8.030005	2076.852181	13.453326
8.030009	2076.765032	13.453043
8.030014	2076.677883	13.452761
8.030017	2076.590734	13.452479
8.030020	2076.503585	13.452197
8.030025	2076.416435	13.451914
8.030025	2076.329286	13.451632
8.030047	2076.242137	13.451350
8.030058	2076.154988	13.451067
8.030076	2076.067839	13.450785
8.030091	2075.980689	13.450503
8.030110	2075.893540	13.450220
8.030114	2075.806391	13.449938
8.030116	2075.719242	13.449656
8.030128	2075.632093	13.449373
8.030137	2075.544944	13.449091
8.030138	2075.457794	13.448809
8.030158	2075.370645	13.448526
8.030166	2075.283496	13.448244
8.030169	2075.196347	13.447962
8.030175	2075.109198	13.447679
8.030214	2075.022048	13.447397
8.030219	2074.934899	13.447114
8.030225	2074.847750	13.446832
8.030247	2074.760601	13.446550
8.030274	2074.673452	13.446267
8.030286	2074.586303	13.445985
8.030287	2074.499153	13.445702
8.030302	2074.412004	13.445420
8.030305	2074.324855	13.445138
8.030313	2074.237706	13.444855
8.030315	2074.150557	13.444573
8.030325	2074.063407	13.444290
8.030325	2073.976258	13.444008
8.030337	2073.889109	13.443725
8.030342	2073.801960	13.443443
8.030352	2073.714811	13.443160
8.030355	2073.627662	13.442878
8.030383	2073.540512	13.442595
8.030384	2073.453363	13.442313
8.030414	2073.366214	13.442030
8.030416	2073.279065	13.441748
8.030420	2073.191916	13.441465
8.030434	2073.104766	13.441183
8.030441	2073.017617	13.440900
8.030448	2072.930468	13.440618
8.030465	2072.843319	13.440335
8.030467	2072.756170	13.440053
8.030477	2072.669021	13.439770
8.030483	2072.581871	13.439488
8.030502	2072.494722	13.439205
8.030502	2072.407573	13.438922
8.030503	2072.320424	13.438640
8.030504	2072.233275	13.438357
8.030529	2072.146125	13.438075
8.030533	2072.058976	13.437792
8.030537	2071.971827	13.437510
8.030545	2071.884678	13.437227
8.030551	2071.797529	13.436944
8.030560	2071.710380	13.436662
8.030568	2071.623230	13.436379
8.030572	2071.536081	13.436096
8.030572	2071.448932	13.435814
8.030576	2071.361783	13.435531
8.030580	2071.274634	13.435249
8.030591	2071.187484	13.434966
8.030625	2071.100335	13.434683
8.030627	2071.013186	13.434401
8.030633	2070.926037	13.434118
8.030650	2070.838888	13.433835
8.030657	2070.751739	13.433553
8.030665	2070.664589	13.433270
8.030668	2070.577440	13.432987
8.030705	2070.490291	13.432705
8.030719	2070.403142	13.432422
8.030719	2070.315993	13.432139
8.030721	2070.228843	13.431856
8.030770	2070.141694	13.431574
8.030785	2070.054545	13.431291
8.030790	2069.967396	13.431008
8.030792	2069.880247	13.430725
8.030797	2069.793097	13.430443
8.030800	2069.705948	13.430160
8.030804	2069.618799	13.429877
8.030806	2069.531650	13.429594
8.030839	2069.444501	13.429312
8.030844	2069.357352	13.429029
8.030858	2069.270202	13.428746
8.030859	2069.183053	13.428463
8.030864	2069.095904	13.428181
8.030866	2069.008755	13.427898
8.030871	2068.921606	13.427615
8.030881	2068.834456	13.427332
8.030882	2068.747307	13.427049
8.030890	2068.660158	13.426767
8.030899	2068.573009	13.426484
8.030922	2068.485860	13.426201
8.030926	2068.398711	13.425918
8.030941	2068.311561	13.425635
8.030944	2068.224412	13.425352
8.030953	2068.137263	13.425070
8.030954	2068.050114	13.424787
8.030960	2067.962965	13.424504
8.030966	2067.875815	13.424221
8.030967	2067.788666	13.423938
8.030974	2067.701517	13.423655
8.030986	2067.614368	13.423372
8.031000	2067.527219	13.423089
8.031003	2067.440070	13.422806
8.031005	2067.352920	13.422524
8.031005	2067.265771	13.422241
8.031007	2067.178622	13.421958
8.031008	2067.091473	13.421675
8.031015	2067.004324	13.421392
8.031049	2066.917174	13.421109
8.031071	2066.830025	13.420826
8.031089	2066.742876	13.420543
8.031091	2066.655727	13.420260
8.031096	2066.568578	13.419977
8.031100	2066.481429	13.419694
8.031101	2066.394279	13.419411
8.031102	2066.307130	13.419128
8.031109	2066.219981	13.418845
8.031126	2066.132832	13.418562
8.031138	2066.045683	13.418279
8.031141	2065.958533	13.417996
8.031160	2065.871384	13.417713
8.031162	2065.784235	13.417430
8.031177	2065.697086	13.417147
8.031192	2065.609937	13.416864
8.031223	2065.522788	13.416581
8.031232	2065.435638	13.416298
8.031245	2065.348489	13.416015
8.031252	2065.261340	13.415732
8.031260	2065.174191	13.415449
8.031271	2065.087042	13.415166
8.031277	2064.999892	13.414883
8.031293	2064.912743	13.414600
8.031299	2064.825594	13.414317
8.031319	2064.738445	13.414033
8.031321	2064.651296	13.413750
8.031321	2064.564147	13.413467
8.031328	2064.476997	13.413184
8.031330	2064.389848	13.412901
8.031386	2064.302699	13.412618
8.031436	2064.215550	13.412335
8.031438	2064.128401	13.412052
8.031446	2064.041251	13.411769
8.031455	2063.954102	13.411485
8.031487	2063.866953	13.411202
8.031507	2063.779804	13.410919
8.031519	2063.692655	13.410636
8.031526	2063.605505	13.410353
8.031531	2063.518356	13.410070
8.031533	2063.431207	13.409786
8.031551	2063.344058	13.409503
8.031555	2063.256909	13.409220
8.031558	2063.169760	13.408937
8.031575	2063.082610	13.408654
8.031583	2062.995461	13.408370
8.031588	2062.908312	13.408087
8.031632	2062.821163	13.407804
8.031637	2062.734014	13.407521
8.031638	2062.646864	13.407238
8.031658	2062.559715	13.406954
8.031663	2062.472566	13.406671
8.031673	2062.385417	13.406388
8.031705	2062.298268	13.406105
8.031710	2062.211119	13.405821
8.031710	2062.123969	13.405538
8.031725	2062.036820	13.405255
8.031739	2061.949671	13.404971
8.031808	2061.862522	13.404688
8.031811	2061.775373	13.404405
8.031825	2061.688223	13.404122
8.031843	2061.601074	13.403838
8.031851	2061.513925	13.403555
8.031856	2061.426776	13.403272
8.031858	2061.339627	13.402988
8.031862	2061.252478	13.402705
8.031866	2061.165328	13.402422
8.031888	2061.078179	13.402138
8.031894	2060.991030	13.401855
8.031896	2060.903881	13.401572
8.031904	2060.816732	13.401288
8.031904	2060.729582	13.401005
8.031908	2060.642433	13.400722
8.031923	2060.555284	13.400438
8.031939	2060.468135	13.400155
8.031953	2060.380986	13.399871
8.031959	2060.293837	13.399588
8.031961	2060.206687	13.399305
8.031995	2060.119538	13.399021
8.032000	2060.032389	13.398738
8.032010	2059.945240	13.398454
8.032011	2059.858091	13.398171
8.032019	2059.770941	13.397887
8.032027	2059.683792	13.397604
8.032070	2059.596643	13.397321
8.032071	2059.509494	13.397037
8.032102	2059.422345	13.396754
8.032125	2059.335196	13.396470
8.032147	2059.248046	13.396187
8.032168	2059.160897	13.395903
8.032190	2059.073748	13.395620
8.032206	2058.986599	13.395336
8.032210	2058.899450	13.395053
8.032221	2058.812300	13.394769
8.032224	2058.725151	13.394486
8.032224	2058.638002	13.394202
8.032229	2058.550853	13.393919
8.032231	2058.463704	13.393635
8.032234	2058.376555	13.393352
8.032258	2058.289405	13.393068
8.032259	2058.202256	13.392785
8.032295	2058.115107	13.392501
8.032303	2058.027958	13.392218
8.032306	2057.940809	13.391934
8.032341	2057.853659	13.391651
8.032345	2057.766510	13.391367
8.032348	2057.679361	13.391083
8.032352	2057.592212	13.390800
8.032360	2057.505063	13.390516
8.032361	2057.417913	13.390233
8.032391	2057.330764	13.389949
8.032396	2057.243615	13.389665
8.032404	2057.156466	13.389382
8.032424	2057.069317	13.389098
8.032431	2056.982168	13.388815
8.032434	2056.895018	13.388531
8.032441	2056.807869	13.388247
8.032443	2056.720720	13.387964
8.032445	2056.633571	13.387680
8.032470	2056.546422	13.387396
8.032470	2056.459272	13.387113
8.032480	2056.372123	13.386829
8.032489	2056.284974	13.386545
8.032503	2056.197825	13.386262
8.032505	2056.110676	13.385978
8.032516	2056.023527	13.385694
8.032529	2055.936377	13.385411
8.032532	2055.849228	13.385127
8.032545	2055.762079	13.384843
8.032555	2055.674930	13.384559
8.032588	2055.587781	13.384276
8.032627	2055.500631	13.383992
8.032631	2055.413482	13.383708
8.032651	2055.326333	13.383425
8.032674	2055.239184	13.383141
8.032684	2055.152035	13.382857
8.032696	2055.064886	13.382573
8.032698	2054.977736	13.382290
8.032703	2054.890587	13.382006
8.032704	2054.803438	13.381722
8.032718	2054.716289	13.381438
8.032722	2054.629140	13.381154
8.032725	2054.541990	13.380871
8.032747	2054.454841	13.380587
8.032752	2054.367692	13.380303
8.032761	2054.280543	13.380019
8.032780	2054.193394	13.379735
8.032802	2054.106245	13.379452
8.032815	2054.019095	13.379168
8.032839	2053.931946	13.378884
8.032862	2053.844797	13.378600
8.032862	2053.757648	13.378316
8.032863	2053.670499	13.378032
8.032868	2053.583349	13.377749
8.032869	2053.496200	13.377465
8.032872	2053.409051	13.377181
8.032882	2053.321902	13.376897
8.032887	2053.234753	13.376613
8.032917	2053.147604	13.376329
8.032918	2053.060454	13.376045
8.032925	2052.973305	13.375761
8.032931	2052.886156	13.375478
8.032938	2052.799007	13.375194
8.032945	2052.711858	13.374910
8.032948	2052.624708	13.374626
8.032975	2052.537559	13.374342
8.032998	2052.450410	13.374058
8.033008	2052.363261	13.373774
8.033023	2052.276112	13.373490
8.033043	2052.188963	13.373206
8.033052	2052.101813	13.372922
8.033052	2052.014664	13.372638
8.033053	2051.927515	13.372354
8.033058	2051.840366	13.372070
8.033063	2051.753217	13.371786
8.033084	2051.666067	13.371502
8.033094	2051.578918	13.371218
8.033112	2051.491769	13.370934
8.033126	2051.404620	13.370650
8.033153	2051.317471	13.370366
8.033159	2051.230321	13.370082
8.033173	2051.143172	13.369798
8.033176	2051.056023	13.369514
8.033181	2050.968874	13.369230
8.033187	2050.881725	13.368946
8.033187	2050.794576	13.368662
8.033215	2050.707426	13.368378
8.033221	2050.620277	13.368094
8.033225	2050.533128	13.367810
8.033234	2050.445979	13.367526
8.033252	2050.358830	13.367242
8.033257	2050.271680	13.366958
8.033274	2050.184531	13.366673
8.033300	2050.097382	13.366389
8.033323	2050.010233	13.366105
8.033335	2049.923084	13.365821
8.033371	2049.835935	13.365537
8.033387	2049.748785	13.365253
8.033395	2049.661636	13.364969
8.033401	2049.574487	13.364685
8.033414	2049.487338	13.364401
8.033416	2049.400189	13.364116
8.033427	2049.313039	13.363832
8.033438	2049.225890	13.363548
8.033440	2049.138741	13.363264
8.033442	2049.051592	13.362980
8.033447	2048.964443	13.362696
8.033454	2048.877294	13.362411
8.033476	2048.790144	13.362127
8.033484	2048.702995	13.361843
8.033507	2048.615846	13.361559
8.033510	2048.528697	13.361275
8.033517	2048.441548	13.360990
8.033528	2048.354398	13.360706
8.033533	2048.267249	13.360422
8.033546	2048.180100	13.360138
8.033551	2048.092951	13.359853
8.033558	2048.005802	13.359569
8.033571	2047.918653	13.359285
8.033614	2047.831503	13.359001
8.033621	2047.744354	13.358716
8.033627	2047.657205	13.358432
8.033642	2047.570056	13.358148
8.033654	2047.482907	13.357864
8.033660	2047.395757	13.357579
8.033661	2047.308608	13.357295
8.033667	2047.221459	13.357011
8.033681	2047.134310	13.356726
8.033686	2047.047161	13.356442
8.033687	2046.960012	13.356158
8.033698	2046.872862	13.355873
8.033703	2046.785713	13.355589
8.033711	2046.698564	13.355305
8.033717	2046.611415	13.355020
8.033740	2046.524266	13.354736
8.033746	2046.437116	13.354452
8.033752	2046.349967	13.354167
8.033759	2046.262818	13.353883
8.033780	2046.175669	13.353599
8.033783	2046.088520	13.353314
8.033793	2046.001371	13.353030
8.033811	2045.914221	13.352746
8.033824	2045.827072	13.352461
8.033832	2045.739923	13.352177
8.033842	2045.652774	13.351892
8.033853	2045.565625	13.351608
8.033854	2045.478475	13.351324
8.033864	2045.391326	13.351039
8.033870	2045.304177	13.350755
8.033870	2045.217028	13.350470
8.033885	2045.129879	13.350186
8.033895	2045.042730	13.349901
8.033902	2044.955580	13.349617
8.033917	2044.868431	13.349332
8.033925	2044.781282	13.349048
8.033927	2044.694133	13.348763
8.033928	2044.606984	13.348479
8.033930	2044.519834	13.348195
8.033941	2044.432685	13.347910
8.033956	2044.345536	13.347626
8.033957	2044.258387	13.347341
8.033969	2044.171238	13.347057
8.033977	2044.084088	13.346772
8.033995	2043.996939	13.346487
8.033999	2043.909790	13.346203
8.034004	2043.822641	13.345918
8.034018	2043.735492	13.345634
8.034027	2043.648343	13.345349
8.034051	2043.561193	13.345065
8.034053	2043.474044	13.344780
8.034053	2043.386895	13.344496
8.034066	2043.299746	13.344211
8.034089	2043.212597	13.343927
8.034102	2043.125447	13.343642
8.034110	2043.038298	13.343357
8.034121	2042.951149	13.343073
8.034162	2042.864000	13.342788
8.034177	2042.776851	13.342504
8.034187	2042.689702	13.342219
8.034191	2042.602552	13.341934
8.034197	2042.515403	13.341650
8.034199	2042.428254	13.341365
8.034202	2042.341105	13.341080
8.034226	2042.253956	13.340796
8.034232	2042.166806	13.340511
8.034245	2042.079657	13.340226
8.034251	2041.992508	13.339942
8.034270	2041.905359	13.339657
8.034277	2041.818210	13.339372
8.034287	2041.731061	13.339088
8.034295	2041.643911	13.338803
8.034300	2041.556762	13.338518
8.034304	2041.469613	13.338234
8.034306	2041.382464	13.337949
8.034311	2041.295315	13.337664
8.034318	2041.208165	13.337380
8.034320	2041.121016	13.337095
8.034326	2041.033867	13.336810
8.034337	2040.946718	13.336525
8.034341	2040.859569	13.336241
8.034355	2040.772420	13.335956
8.034381	2040.685270	13.335671
8.034383	2040.598121	13.335386
8.034392	2040.510972	13.335102
8.034393	2040.423823	13.334817
8.034394	2040.336674	13.334532
8.034405	2040.249524	13.334247
8.034421	2040.162375	13.333963
8.034424	2040.075226	13.333678
8.034439	2039.988077	13.333393
8.034446	2039.900928	13.333108
8.034451	2039.813779	13.332823
8.034479	2039.726629	13.332538
8.034484	2039.639480	13.332254
8.034487	2039.552331	13.331969
8.034489	2039.465182	13.331684
8.034491	2039.378033	13.331399
8.034493	2039.290883	13.331114
8.034498	2039.203734	13.330829
8.034511	2039.116585	13.330545
8.034512	2039.029436	13.330260
8.034516	2038.942287	13.329975
8.034523	2038.855138	13.329690
8.034524	2038.767988	13.329405
8.034534	2038.680839	13.329120
8.034540	2038.593690	13.328835
8.034558	2038.506541	13.328550
8.034566	2038.419392	13.328265
8.034586	2038.332242	13.327981
8.034592	2038.245093	13.327696
8.034609	2038.157944	13.327411
8.034648	2038.070795	13.327126
8.034658	2037.983646	13.326841
8.034683	2037.896496	13.326556
8.034686	2037.809347	13.326271
8.034700	2037.722198	13.325986
8.034703	2037.635049	13.325701
8.034706	2037.547900	13.325416
8.034706	2037.460751	13.325131
8.034707	2037.373601	13.324846
8.034713	2037.286452	13.324561
8.034722	2037.199303	13.324276
8.034726	2037.112154	13.323991
8.034735	2037.025005	13.323706
8.034750	2036.937855	13.323421
8.034753	2036.850706	13.323136
8.034779	2036.763557	13.322851
8.034789	2036.676408	13.322566
8.034790	2036.589259	13.322281
8.034795	2036.502110	13.321996
8.034803	2036.414960	13.321711
8.034837	2036.327811	13.321426
8.034839	2036.240662	13.321141
8.034845	2036.153513	13.320856
8.034855	2036.066364	13.320571
8.034860	2035.979214	13.320285
8.034873	2035.892065	13.320000
8.034892	2035.804916	13.319715
8.034892	2035.717767	13.319430
8.034903	2035.630618	13.319145
8.034918	2035.543469	13.318860
8.034927	2035.456319	13.318575
8.034927	2035.369170	13.318290
8.034931	2035.282021	13.318005
8.034969	2035.194872	13.317719
8.034988	2035.107723	13.317434
8.035000	2035.020573	13.317149
8.035002	2034.933424	13.316864
8.035026	2034.846275	13.316579
8.035046	2034.759126	13.316294
8.035051	2034.671977	13.316009
8.035071	2034.584828	13.315723
8.035079	2034.497678	13.315438
8.035080	2034.410529	13.315153
8.035082	2034.323380	13.314868
8.035083	2034.236231	13.314583
8.035094	2034.149082	13.314297
8.035109	2034.061932	13.314012
8.035132	2033.974783	13.313727
8.035143	2033.887634	13.313442
8.035154	2033.800485	13.313156
8.035155	2033.713336	13.312871
8.035168	2033.626187	13.312586
8.035198	2033.539037	13.312301
8.035218	2033.451888	13.312015
8.035221	2033.364739	13.311730
8.035226	2033.277590	13.311445
8.035230	2033.190441	13.311160
8.035239	2033.103291	13.310874
8.035239	2033.016142	13.310589
8.035273	2032.928993	13.310304
8.035283	2032.841844	13.310018
8.035285	2032.754695	13.309733
8.035299	2032.667546	13.309448
8.035312	2032.580396	13.309163
8.035322	2032.493247	13.308877
8.035331	2032.406098	13.308592
8.035347	2032.318949	13.308307
8.035349	2032.231800	13.308021
8.035373	2032.144650	13.307736
8.035376	2032.057501	13.307450
8.035397	2031.970352	13.307165
8.035402	2031.883203	13.306880
8.035405	2031.796054	13.306594
8.035414	2031.708904	13.306309
8.035440	2031.621755	13.306024
8.035444	2031.534606	13.305738
8.035446	2031.447457	13.305453
8.035455	2031.360308	13.305167
8.035472	2031.273159	13.304882
8.035498	2031.186009	13.304597
8.035499	2031.098860	13.304311
8.035507	2031.011711	13.304026
8.035527	2030.924562	13.303740
8.035530	2030.837413	13.303455
8.035542	2030.750263	13.303169
8.035549	2030.663114	13.302884
8.035552	2030.575965	13.302599
8.035556	2030.488816	13.302313
8.035571	2030.401667	13.302028
8.035590	2030.314518	13.301742
8.035596	2030.227368	13.301457
8.035629	2030.140219	13.301171
8.035644	2030.053070	13.300886
8.035680	2029.965921	13.300600
8.035686	2029.878772	13.300315
8.035696	2029.791622	13.300029
8.035705	2029.704473	13.299744
8.035705	2029.617324	13.299458
8.035706	2029.530175	13.299173
8.035711	2029.443026	13.298887
8.035739	2029.355877	13.298601
8.035744	2029.268727	13.298316
8.035756	2029.181578	13.298030
8.035785	2029.094429	13.297745
8.035796	2029.007280	13.297459
8.035810	2028.920131	13.297174
8.035811	2028.832981	13.296888
8.035812	2028.745832	13.296602
8.035818	2028.658683	13.296317
8.035820	2028.571534	13.296031
8.035824	2028.484385	13.295746
8.035824	2028.397236	13.295460
8.035850	2028.310086	13.295174
8.035883	2028.222937	13.294889
8.035884	2028.135788	13.294603
8.035888	2028.048639	13.294317
8.035940	2027.961490	13.294032
8.035942	2027.874340	13.293746
8.035972	2027.787191	13.293461
8.035999	2027.700042	13.293175
8.036039	2027.612893	13.292889
8.036046	2027.525744	13.292604
8.036049	2027.438595	13.292318
8.036051	2027.351445	13.292032
8.036056	2027.264296	13.291746
8.036067	2027.177147	13.291461
8.036071	2027.089998	13.291175
8.036075	2027.002849	13.290889
8.036106	2026.915699	13.290604
8.036122	2026.828550	13.290318
8.036128	2026.741401	13.290032
8.036131	2026.654252	13.289746
8.036132	2026.567103	13.289461
8.036154	2026.479954	13.289175
8.036161	2026.392804	13.288889
8.036185	2026.305655	13.288603
8.036209	2026.218506	13.288318
8.036272	2026.131357	13.288032
8.036272	2026.044208	13.287746
8.036296	2025.957058	13.287460
8.036296	2025.869909	13.287175
8.036300	2025.782760	13.286889
8.036316	2025.695611	13.286603
8.036326	2025.608462	13.286317
8.036333	2025.521312	13.286031
8.036341	2025.434163	13.285745
8.036349	2025.347014	13.285460
8.036350	2025.259865	13.285174
8.036352	2025.172716	13.284888
8.036401	2025.085567	13.284602
8.036454	2024.998417	13.284316
8.036462	2024.911268	13.284030
8.036466	2024.824119	13.283745
8.036477	2024.736970	13.283459
8.036480	2024.649821	13.283173
8.036491	2024.562671	13.282887
8.036504	2024.475522	13.282601
8.036509	2024.388373	13.282315
8.036534	2024.301224	13.282029
8.036539	2024.214075	13.281743
8.036567	2024.126926	13.281457
8.036577	2024.039776	13.281171
8.036586	2023.952627	13.280886
8.036587	2023.865478	13.280600
8.036594	2023.778329	13.280314
8.036596	2023.691180	13.280028
8.036610	2023.604030	13.279742
8.036618	2023.516881	13.279456
8.036628	2023.429732	13.279170
8.036650	2023.342583	13.278884
8.036658	2023.255434	13.278598
8.036688	2023.168285	13.278312
8.036718	2023.081135	13.278026
8.036729	2022.993986	13.277740
8.036748	2022.906837	13.277454
8.036749	2022.819688	13.277168
8.036756	2022.732539	13.276882
8.036758	2022.645389	13.276596
8.036792	2022.558240	13.276310
8.036802	2022.471091	13.276024
8.036816	2022.383942	13.275738
8.036830	2022.296793	13.275452
8.036831	2022.209644	13.275166
8.036846	2022.122494	13.274880
8.036856	2022.035345	13.274594
8.036861	2021.948196	13.274308
8.036877	2021.861047	13.274021
8.036883	2021.773898	13.273735
8.036898	2021.686748	13.273449
8.036902	2021.599599	13.273163
8.036905	2021.512450	13.272877
8.036912	2021.425301	13.272591
8.036925	2021.338152	13.272305
8.036930	2021.251003	13.272019
8.036937	2021.163853	13.271733
8.036942	2021.076704	13.271447
8.036944	2020.989555	13.271160
8.036951	2020.902406	13.270874
8.036954	2020.815257	13.270588
8.036961	2020.728107	13.270302
8.036963	2020.640958	13.270016
8.036979	2020.553809	13.269730
8.036980	2020.466660	13.269443
8.036984	2020.379511	13.269157
8.036984	2020.292362	13.268871
8.036991	2020.205212	13.268585
8.037000	2020.118063	13.268299
8.037006	2020.030914	13.268012
8.037034	2019.943765	13.267726
8.037041	2019.856616	13.267440
8.037047	2019.769466	13.267154
8.037051	2019.682317	13.266868
8.037054	2019.595168	13.266581
8.037065	2019.508019	13.266295
8.037065	2019.420870	13.266009
8.037074	2019.333721	13.265723
8.037074	2019.246571	13.265436
8.037096	2019.159422	13.265150
8.037119	2019.072273	13.264864
8.037126	2018.985124	13.264578
8.037132	2018.897975	13.264291
8.037137	2018.810825	13.264005
8.037140	2018.723676	13.263719
8.037143	2018.636527	13.263432
8.037146	2018.549378	13.263146
8.037158	2018.462229	13.262860
8.037164	2018.375079	13.262573
8.037201	2018.287930	13.262287
8.037203	2018.200781	13.262001
8.037209	2018.113632	13.261714
8.037254	2018.026483	13.261428
8.037267	2017.939334	13.261142
8.037267	2017.852184	13.260855
8.037268	2017.765035	13.260569
8.037308	2017.677886	13.260283
8.037335	2017.590737	13.259996
8.037352	2017.503588	13.259710
8.037366	2017.416438	13.259423
8.037377	2017.329289	13.259137
8.037407	2017.242140	13.258851
8.037407	2017.154991	13.258564
8.037409	2017.067842	13.258278
8.037444	2016.980693	13.257991
8.037451	2016.893543	13.257705
8.037461	2016.806394	13.257419
8.037468	2016.719245	13.257132
8.037470	2016.632096	13.256846
8.037480	2016.544947	13.256559
8.037493	2016.457797	13.256273
8.037506	2016.370648	13.255986
8.037515	2016.283499	13.255700
8.037526	2016.196350	13.255413
8.037577	2016.109201	13.255127
8.037591	2016.022052	13.254840
8.037599	2015.934902	13.254554
8.037601	2015.847753	13.254267
8.037619	2015.760604	13.253981
8.037632	2015.673455	13.253694
8.037634	2015.586306	13.253408
8.037645	2015.499156	13.253121
8.037677	2015.412007	13.252835
8.037696	2015.324858	13.252548
8.037702	2015.237709	13.252262
8.037708	2015.150560	13.251975
8.037724	2015.063411	13.251689
8.037729	2014.976261	13.251402
8.037744	2014.889112	13.251115
8.037746	2014.801963	13.250829
8.037755	2014.714814	13.250542
8.037773	2014.627665	13.250256
8.037804	2014.540515	13.249969
8.037808	2014.453366	13.249683
8.037830	2014.366217	13.249396
8.037837	2014.279068	13.249109
8.037851	2014.191919	13.248823
8.037852	2014.104770	13.248536
8.037853	2014.017620	13.248249
8.037870	2013.930471	13.247963
8.037870	2013.843322	13.247676
8.037881	2013.756173	13.247389
8.037899	2013.669024	13.247103
8.037905	2013.581874	13.246816
8.037916	2013.494725	13.246529
8.037930	2013.407576	13.246243
8.037955	2013.320427	13.245956
8.037972	2013.233278	13.245669
8.037985	2013.146129	13.245383
8.037994	2013.058979	13.245096
8.037996	2012.971830	13.244809
8.038003	2012.884681	13.244523
8.038014	2012.797532	13.244236
8.038015	2012.710383	13.243949
8.038022	2012.623233	13.243662
8.038023	2012.536084	13.243376
8.038046	2012.448935	13.243089
8.038057	2012.361786	13.242802
8.038070	2012.274637	13.242515
8.038074	2012.187487	13.242229
8.038077	2012.100338	13.241942
8.038102	2012.013189	13.241655
8.038108	2011.926040	13.241368
8.038109	2011.838891	13.241082
8.038114	2011.751742	13.240795
8.038142	2011.664592	13.240508
8.038151	2011.577443	13.240221
8.038153	2011.490294	13.239934
8.038156	2011.403145	13.239648
8.038161	2011.315996	13.239361
8.038175	2011.228846	13.239074
8.038180	2011.141697	13.238787
8.038181	2011.054548	13.238500
8.038196	2010.967399	13.238213
8.038205	2010.880250	13.237927
8.038225	2010.793101	13.237640
8.038231	2010.705951	13.237353
8.038235	2010.618802	13.237066
